date,tip_movi,tip_naci,sex_migr,nac_migr,via_tran,mot_viam,pais_prod,lug_prod,iso_pais_res,jef_migr,can_jefm,lat_can_jefm,lng_can_jefm,iso_nac_migr,lat_nac_migr,lng_nac_migr,iso_pais_prod,lat_pais_prod,lng_pais_prod,count
2021-01,1,1,1,Ecuador,3,6,Brasil,Río Branco Acre,EC,Aeropuerto Internacional José Joaquín de Olmedo,901,-2.1833,-79.8833,EC,-1.831239,-78.183406,BR,-14.235004,-51.92528,1
2021-01,1,1,1,Ecuador,3,4,Alemania,Frankfurt,DE,Aeropuerto Internacional José Joaquín de Olmedo,901,-2.1833,-79.8833,EC,-1.831239,-78.183406,DE,51.165691,10.451526,1
2021-01,1,1,1,Ecuador,3,4,Alemania,Hamburgo,DE,Aeropuerto Internacional José Joaquín de Olmedo,901,-2.1833,-79.8833,EC,-1.831239,-78.183406,DE,51.165691,10.451526,1
2021-01,1,1,1,Ecuador,3,4,Alemania,Hanover,DE,Aeropuerto Internacional José Joaquín de Olmedo,901,-2.1833,-79.8833,EC,-1.831239,-78.183406,DE,51.165691,10.451526,1
2021-01,1,1,1,Ecuador,3,4,Argentina,Buenos Aires,AR,Aeropuerto Internacional José Joaquín de Olmedo,901,-2.1833,-79.8833,EC,-1.831239,-78.183406,AR,-38.416097,-63.616672,30
2021-01,1,1,1,Ecuador,3,4,Argentina,Buenos Aires,EC,Aeropuerto Internacional José Joaquín de Olmedo,901,-2.1833,-79.8833,EC,-1.831239,-78.183406,AR,-38.416097,-63.616672,2
2021-01,1,1,1,Ecuador,3,4,Bolivia,Cochabamba,BO,Aeropuerto Internacional José Joaquín de Olmedo,901,-2.1833,-79.8833,EC,-1.831239,-78.183406,BO,-16.290154,-63.588653,1
2021-01,1,1,1,Ecuador,3,4,Bolivia,Santacruz,BO,Aeropuerto Internacional José Joaquín de Olmedo,901,-2.1833,-79.8833,EC,-1.831239,-78.183406,BO,-16.290154,-63.588653,3
2021-01,1,1,1,Ecuador,3,4,Brasil,Alagoinhas Bahía,BR,Aeropuerto Internacional Mariscal Sucre,1701,-0.2186,-78.5097,EC,-1.831239,-78.183406,BR,-14.235004,-51.92528,1
2021-01,1,1,1,Ecuador,3,4,Brasil,Curitiba Paraná,EC,Aeropuerto Internacional José Joaquín de Olmedo,901,-2.1833,-79.8833,EC,-1.831239,-78.183406,BR,-14.235004,-51.92528,1
2021-01,1,1,1,Ecuador,3,4,Brasil,Río De Janeiro,AR,Aeropuerto Internacional José Joaquín de Olmedo,901,-2.1833,-79.8833,EC,-1.831239,-78.183406,BR,-14.235004,-51.92528,1
2021-01,1,1,1,Ecuador,3,4,Brasil,Sao Paulo,BR,Aeropuerto Internacional José Joaquín de Olmedo,901,-2.1833,-79.8833,EC,-1.831239,-78.183406,BR,-14.235004,-51.92528,5
2021-01,1,1,1,Ecuador,3,4,Brasil,Sao Paulo,BR,Aeropuerto Internacional Mariscal Sucre,1701,-0.2186,-78.5097,EC,-1.831239,-78.183406,BR,-14.235004,-51.92528,1
2021-01,1,1,1,Ecuador,3,4,Brasil,Sao Paulo,EC,Aeropuerto Internacional José Joaquín de Olmedo,901,-2.1833,-79.8833,EC,-1.831239,-78.183406,BR,-14.235004,-51.92528,1
2021-01,1,1,1,Ecuador,3,4,Canadá,Montreal,EC,Aeropuerto Internacional José Joaquín de Olmedo,901,-2.1833,-79.8833,EC,-1.831239,-78.183406,CA,56.130366,-106.346771,1
2021-01,1,1,1,Ecuador,3,4,Chile,Antofagasta,CL,Aeropuerto Internacional José Joaquín de Olmedo,901,-2.1833,-79.8833,EC,-1.831239,-78.183406,CL,-35.675147,-71.542969,3
2021-01,1,1,1,Ecuador,3,4,Chile,Santiago,CL,Aeropuerto Internacional José Joaquín de Olmedo,901,-2.1833,-79.8833,EC,-1.831239,-78.183406,CL,-35.675147,-71.542969,74
2021-01,1,1,1,Ecuador,3,4,Chile,Santiago,EC,Aeropuerto Internacional José Joaquín de Olmedo,901,-2.1833,-79.8833,EC,-1.831239,-78.183406,CL,-35.675147,-71.542969,6
2021-01,1,1,1,Ecuador,3,4,Colombia,Bogotá Dc,CO,Aeropuerto Internacional José Joaquín de Olmedo,901,-2.1833,-79.8833,EC,-1.831239,-78.183406,CO,4.570868,-74.297333,4
2021-01,1,1,1,Ecuador,3,4,Colombia,Bogotá Dc,CO,Aeropuerto Internacional Mariscal Sucre,1701,-0.2186,-78.5097,EC,-1.831239,-78.183406,CO,4.570868,-74.297333,1
2021-01,1,1,1,Ecuador,3,4,Colombia,Bogotá Dc,US,Aeropuerto Internacional José Joaquín de Olmedo,901,-2.1833,-79.8833,EC,-1.831239,-78.183406,CO,4.570868,-74.297333,1
2021-01,1,1,1,Ecuador,3,4,Colombia,Bogotá Dc,US,Aeropuerto Internacional Mariscal Sucre,1701,-0.2186,-78.5097,EC,-1.831239,-78.183406,CO,4.570868,-74.297333,1
2021-01,1,1,1,Ecuador,3,4,Colombia,Bucaramanga,CO,Aeropuerto Internacional José Joaquín de Olmedo,901,-2.1833,-79.8833,EC,-1.831239,-78.183406,CO,4.570868,-74.297333,1
2021-01,1,1,1,Ecuador,3,4,Colombia,Cali,ES,Aeropuerto Internacional José Joaquín de Olmedo,901,-2.1833,-79.8833,EC,-1.831239,-78.183406,CO,4.570868,-74.297333,1
2021-01,1,1,1,Ecuador,3,4,Colombia,Neiva,US,Aeropuerto Internacional José Joaquín de Olmedo,901,-2.1833,-79.8833,EC,-1.831239,-78.183406,CO,4.570868,-74.297333,1
2021-01,1,1,1,Ecuador,3,4,Costa Rica,San Jose,CR,Aeropuerto Internacional José Joaquín de Olmedo,901,-2.1833,-79.8833,EC,-1.831239,-78.183406,CR,9.748917,-83.753428,1
2021-01,1,1,1,Ecuador,3,4,Cuba,La Habana,CU,Aeropuerto Internacional José Joaquín de Olmedo,901,-2.1833,-79.8833,EC,-1.831239,-78.183406,CU,21.521757,-77.781167,2
2021-01,1,1,1,Ecuador,3,4,España,A Coruña,ES,Aeropuerto Internacional José Joaquín de Olmedo,901,-2.1833,-79.8833,EC,-1.831239,-78.183406,ES,40.463667,-3.74922,1
2021-01,1,1,1,Ecuador,3,4,España,Alicante,ES,Aeropuerto Internacional José Joaquín de Olmedo,901,-2.1833,-79.8833,EC,-1.831239,-78.183406,ES,40.463667,-3.74922,1
2021-01,1,1,1,Ecuador,3,4,España,Barcelona,ES,Aeropuerto Internacional José Joaquín de Olmedo,901,-2.1833,-79.8833,EC,-1.831239,-78.183406,ES,40.463667,-3.74922,28
2021-01,1,1,1,Ecuador,3,4,España,Barcelona,FR,Aeropuerto Internacional José Joaquín de Olmedo,901,-2.1833,-79.8833,EC,-1.831239,-78.183406,ES,40.463667,-3.74922,1
2021-01,1,1,1,Ecuador,3,4,España,Bilbao,ES,Aeropuerto Internacional José Joaquín de Olmedo,901,-2.1833,-79.8833,EC,-1.831239,-78.183406,ES,40.463667,-3.74922,2
2021-01,1,1,1,Ecuador,3,4,España,Burgos,ES,Aeropuerto Internacional José Joaquín de Olmedo,901,-2.1833,-79.8833,EC,-1.831239,-78.183406,ES,40.463667,-3.74922,1
2021-01,1,1,1,Ecuador,3,4,España,Cartagena,ES,Aeropuerto Internacional José Joaquín de Olmedo,901,-2.1833,-79.8833,EC,-1.831239,-78.183406,ES,40.463667,-3.74922,1
2021-01,1,1,1,Ecuador,3,4,España,Córdoba,ES,Aeropuerto Internacional José Joaquín de Olmedo,901,-2.1833,-79.8833,EC,-1.831239,-78.183406,ES,40.463667,-3.74922,1
2021-01,1,1,1,Ecuador,3,4,España,Fuenlabrada,ES,Aeropuerto Internacional José Joaquín de Olmedo,901,-2.1833,-79.8833,EC,-1.831239,-78.183406,ES,40.463667,-3.74922,1
2021-01,1,1,1,Ecuador,3,4,España,Getafe,ES,Aeropuerto Internacional José Joaquín de Olmedo,901,-2.1833,-79.8833,EC,-1.831239,-78.183406,ES,40.463667,-3.74922,1
2021-01,1,1,1,Ecuador,3,4,España,Las Palmas,ES,Aeropuerto Internacional José Joaquín de Olmedo,901,-2.1833,-79.8833,EC,-1.831239,-78.183406,ES,40.463667,-3.74922,3
2021-01,1,1,1,Ecuador,3,4,España,Madrid,EC,Aeropuerto Internacional José Joaquín de Olmedo,901,-2.1833,-79.8833,EC,-1.831239,-78.183406,ES,40.463667,-3.74922,4
2021-01,1,1,1,Ecuador,3,4,España,Madrid,ES,Aeropuerto Internacional José Joaquín de Olmedo,901,-2.1833,-79.8833,EC,-1.831239,-78.183406,ES,40.463667,-3.74922,62
2021-01,1,1,1,Ecuador,3,4,España,Madrid,ES,Aeropuerto Internacional Mariscal Sucre,1701,-0.2186,-78.5097,EC,-1.831239,-78.183406,ES,40.463667,-3.74922,2
2021-01,1,1,1,Ecuador,3,4,España,Madrid,GB,Aeropuerto Internacional José Joaquín de Olmedo,901,-2.1833,-79.8833,EC,-1.831239,-78.183406,ES,40.463667,-3.74922,1
2021-01,1,1,1,Ecuador,3,4,España,Murcia,ES,Aeropuerto Internacional José Joaquín de Olmedo,901,-2.1833,-79.8833,EC,-1.831239,-78.183406,ES,40.463667,-3.74922,7
2021-01,1,1,1,Ecuador,3,4,España,Málaga,ES,Aeropuerto Internacional José Joaquín de Olmedo,901,-2.1833,-79.8833,EC,-1.831239,-78.183406,ES,40.463667,-3.74922,2
2021-01,1,1,1,Ecuador,3,4,España,Ourense,ES,Aeropuerto Internacional José Joaquín de Olmedo,901,-2.1833,-79.8833,EC,-1.831239,-78.183406,ES,40.463667,-3.74922,1
2021-01,1,1,1,Ecuador,3,4,España,Palma de Mallorca,ES,Aeropuerto Internacional José Joaquín de Olmedo,901,-2.1833,-79.8833,EC,-1.831239,-78.183406,ES,40.463667,-3.74922,7
2021-01,1,1,1,Ecuador,3,4,España,Pamplona,ES,Aeropuerto Internacional José Joaquín de Olmedo,901,-2.1833,-79.8833,EC,-1.831239,-78.183406,ES,40.463667,-3.74922,1
2021-01,1,1,1,Ecuador,3,4,España,Valencia,ES,Aeropuerto Internacional José Joaquín de Olmedo,901,-2.1833,-79.8833,EC,-1.831239,-78.183406,ES,40.463667,-3.74922,7
2021-01,1,1,1,Ecuador,3,4,España,Zaragoza,ES,Aeropuerto Internacional José Joaquín de Olmedo,901,-2.1833,-79.8833,EC,-1.831239,-78.183406,ES,40.463667,-3.74922,2
2021-01,1,1,1,Ecuador,3,4,Estados Unidos,Alexandria Virginia,US,Aeropuerto Internacional José Joaquín de Olmedo,901,-2.1833,-79.8833,EC,-1.831239,-78.183406,US,37.09024,-95.712891,1
2021-01,1,1,1,Ecuador,3,4,Estados Unidos,Alexandria Virginia,US,Aeropuerto Internacional Mariscal Sucre,1701,-0.2186,-78.5097,EC,-1.831239,-78.183406,US,37.09024,-95.712891,1
2021-01,1,1,1,Ecuador,3,4,Estados Unidos,Atlanta Georgia,US,Aeropuerto Internacional José Joaquín de Olmedo,901,-2.1833,-79.8833,EC,-1.831239,-78.183406,US,37.09024,-95.712891,5
2021-01,1,1,1,Ecuador,3,4,Estados Unidos,Baltimore Maryland,US,Aeropuerto Internacional José Joaquín de Olmedo,901,-2.1833,-79.8833,EC,-1.831239,-78.183406,US,37.09024,-95.712891,2
2021-01,1,1,1,Ecuador,3,4,Estados Unidos,Boston Massachusetts,US,Aeropuerto Internacional José Joaquín de Olmedo,901,-2.1833,-79.8833,EC,-1.831239,-78.183406,US,37.09024,-95.712891,2
2021-01,1,1,1,Ecuador,3,4,Estados Unidos,Bridgeport Connecticut,US,Aeropuerto Internacional José Joaquín de Olmedo,901,-2.1833,-79.8833,EC,-1.831239,-78.183406,US,37.09024,-95.712891,1
2021-01,1,1,1,Ecuador,3,4,Estados Unidos,Bridgeport Connecticut,DO,Aeropuerto Internacional José Joaquín de Olmedo,901,-2.1833,-79.8833,EC,-1.831239,-78.183406,US,37.09024,-95.712891,1
2021-01,1,1,1,Ecuador,3,4,Estados Unidos,Charlotte North Carolina,US,Aeropuerto Internacional José Joaquín de Olmedo,901,-2.1833,-79.8833,EC,-1.831239,-78.183406,US,37.09024,-95.712891,1
2021-01,1,1,1,Ecuador,3,4,Estados Unidos,Chicago Illinois,US,Aeropuerto Internacional José Joaquín de Olmedo,901,-2.1833,-79.8833,EC,-1.831239,-78.183406,US,37.09024,-95.712891,3
2021-01,1,1,1,Ecuador,3,4,Estados Unidos,Columbia South Carolina,US,Aeropuerto Internacional José Joaquín de Olmedo,901,-2.1833,-79.8833,EC,-1.831239,-78.183406,US,37.09024,-95.712891,1
2021-01,1,1,1,Ecuador,3,4,Estados Unidos,Dallas Texas,US,Aeropuerto Internacional José Joaquín de Olmedo,901,-2.1833,-79.8833,EC,-1.831239,-78.183406,US,37.09024,-95.712891,1
2021-01,1,1,1,Ecuador,3,4,Estados Unidos,Des Moines Iowa,US,Aeropuerto Internacional José Joaquín de Olmedo,901,-2.1833,-79.8833,EC,-1.831239,-78.183406,US,37.09024,-95.712891,1
2021-01,1,1,1,Ecuador,3,4,Estados Unidos,Fort Collins Colorado,US,Aeropuerto Internacional José Joaquín de Olmedo,901,-2.1833,-79.8833,EC,-1.831239,-78.183406,US,37.09024,-95.712891,1
2021-01,1,1,1,Ecuador,3,4,Estados Unidos,Fort Lauderdale Florida,CA,Aeropuerto Internacional José Joaquín de Olmedo,901,-2.1833,-79.8833,EC,-1.831239,-78.183406,US,37.09024,-95.712891,1
2021-01,1,1,1,Ecuador,3,4,Estados Unidos,Fort Lauderdale Florida,CL,Aeropuerto Internacional José Joaquín de Olmedo,901,-2.1833,-79.8833,EC,-1.831239,-78.183406,US,37.09024,-95.712891,1
2021-01,1,1,1,Ecuador,3,4,Estados Unidos,Fort Lauderdale Florida,EC,Aeropuerto Internacional José Joaquín de Olmedo,901,-2.1833,-79.8833,EC,-1.831239,-78.183406,US,37.09024,-95.712891,1
2021-01,1,1,1,Ecuador,3,4,Estados Unidos,Fort Lauderdale Florida,US,Aeropuerto Internacional José Joaquín de Olmedo,901,-2.1833,-79.8833,EC,-1.831239,-78.183406,US,37.09024,-95.712891,14
2021-01,1,1,1,Ecuador,3,4,Estados Unidos,Fort Lauderdale Florida,IT,Aeropuerto Internacional José Joaquín de Olmedo,901,-2.1833,-79.8833,EC,-1.831239,-78.183406,US,37.09024,-95.712891,1
2021-01,1,1,1,Ecuador,3,4,Estados Unidos,Gainesville Florida,US,Aeropuerto Internacional José Joaquín de Olmedo,901,-2.1833,-79.8833,EC,-1.831239,-78.183406,US,37.09024,-95.712891,1
2021-01,1,1,1,Ecuador,3,4,Estados Unidos,Houston Texas,US,Aeropuerto Internacional José Joaquín de Olmedo,901,-2.1833,-79.8833,EC,-1.831239,-78.183406,US,37.09024,-95.712891,1
2021-01,1,1,1,Ecuador,3,4,Estados Unidos,Independence Missouri,US,Aeropuerto Internacional José Joaquín de Olmedo,901,-2.1833,-79.8833,EC,-1.831239,-78.183406,US,37.09024,-95.712891,1
2021-01,1,1,1,Ecuador,3,4,Estados Unidos,Jersey City New Jersey,US,Aeropuerto Internacional José Joaquín de Olmedo,901,-2.1833,-79.8833,EC,-1.831239,-78.183406,US,37.09024,-95.712891,6
2021-01,1,1,1,Ecuador,3,4,Estados Unidos,Los Ángeles California,US,Aeropuerto Internacional José Joaquín de Olmedo,901,-2.1833,-79.8833,EC,-1.831239,-78.183406,US,37.09024,-95.712891,8
2021-01,1,1,1,Ecuador,3,4,Estados Unidos,Madison Wisconsin,US,Aeropuerto Internacional José Joaquín de Olmedo,901,-2.1833,-79.8833,EC,-1.831239,-78.183406,US,37.09024,-95.712891,2
2021-01,1,1,1,Ecuador,3,4,Estados Unidos,Miami Florida,EC,Aeropuerto Internacional José Joaquín de Olmedo,901,-2.1833,-79.8833,EC,-1.831239,-78.183406,US,37.09024,-95.712891,6
2021-01,1,1,1,Ecuador,3,4,Estados Unidos,Miami Florida,US,Aeropuerto Internacional José Joaquín de Olmedo,901,-2.1833,-79.8833,EC,-1.831239,-78.183406,US,37.09024,-95.712891,85
2021-01,1,1,1,Ecuador,3,4,Estados Unidos,Miami Florida,US,Aeropuerto Internacional Mariscal Sucre,1701,-0.2186,-78.5097,EC,-1.831239,-78.183406,US,37.09024,-95.712891,2
2021-01,1,1,1,Ecuador,3,4,Estados Unidos,Miami Florida,NL,Aeropuerto Internacional José Joaquín de Olmedo,901,-2.1833,-79.8833,EC,-1.831239,-78.183406,US,37.09024,-95.712891,1
2021-01,1,1,1,Ecuador,3,4,Estados Unidos,Minneapolis Minnesota,US,Aeropuerto Internacional José Joaquín de Olmedo,901,-2.1833,-79.8833,EC,-1.831239,-78.183406,US,37.09024,-95.712891,8
2021-01,1,1,1,Ecuador,3,4,Estados Unidos,New York New York,AR,Aeropuerto Internacional José Joaquín de Olmedo,901,-2.1833,-79.8833,EC,-1.831239,-78.183406,US,37.09024,-95.712891,1
2021-01,1,1,1,Ecuador,3,4,Estados Unidos,New York New York,EC,Aeropuerto Internacional José Joaquín de Olmedo,901,-2.1833,-79.8833,EC,-1.831239,-78.183406,US,37.09024,-95.712891,10
2021-01,1,1,1,Ecuador,3,4,Estados Unidos,New York New York,US,Aeropuerto Internacional José Joaquín de Olmedo,901,-2.1833,-79.8833,EC,-1.831239,-78.183406,US,37.09024,-95.712891,237
2021-01,1,1,1,Ecuador,3,4,Estados Unidos,New York New York,US,Aeropuerto Internacional Mariscal Sucre,1701,-0.2186,-78.5097,EC,-1.831239,-78.183406,US,37.09024,-95.712891,2
2021-01,1,1,1,Ecuador,3,4,Estados Unidos,Newark New Jersey,EC,Aeropuerto Internacional José Joaquín de Olmedo,901,-2.1833,-79.8833,EC,-1.831239,-78.183406,US,37.09024,-95.712891,1
2021-01,1,1,1,Ecuador,3,4,Estados Unidos,Newark New Jersey,US,Aeropuerto Internacional José Joaquín de Olmedo,901,-2.1833,-79.8833,EC,-1.831239,-78.183406,US,37.09024,-95.712891,30
2021-01,1,1,1,Ecuador,3,4,Estados Unidos,Orlando Florida,EC,Aeropuerto Internacional José Joaquín de Olmedo,901,-2.1833,-79.8833,EC,-1.831239,-78.183406,US,37.09024,-95.712891,1
2021-01,1,1,1,Ecuador,3,4,Estados Unidos,Orlando Florida,US,Aeropuerto Internacional José Joaquín de Olmedo,901,-2.1833,-79.8833,EC,-1.831239,-78.183406,US,37.09024,-95.712891,5
2021-01,1,1,1,Ecuador,3,4,Estados Unidos,Philadelphia Pennsylvania,US,Aeropuerto Internacional José Joaquín de Olmedo,901,-2.1833,-79.8833,EC,-1.831239,-78.183406,US,37.09024,-95.712891,1
2021-01,1,1,1,Ecuador,3,4,Estados Unidos,Raleigh North Carolina,US,Aeropuerto Internacional José Joaquín de Olmedo,901,-2.1833,-79.8833,EC,-1.831239,-78.183406,US,37.09024,-95.712891,1
2021-01,1,1,1,Ecuador,3,4,Estados Unidos,Stamford Connecticut,US,Aeropuerto Internacional José Joaquín de Olmedo,901,-2.1833,-79.8833,EC,-1.831239,-78.183406,US,37.09024,-95.712891,1
2021-01,1,1,1,Ecuador,3,4,Estados Unidos,Tampa Florida,US,Aeropuerto Internacional José Joaquín de Olmedo,901,-2.1833,-79.8833,EC,-1.831239,-78.183406,US,37.09024,-95.712891,1
2021-01,1,1,1,Ecuador,3,4,Estados Unidos,Washington D C,US,Aeropuerto Internacional José Joaquín de Olmedo,901,-2.1833,-79.8833,EC,-1.831239,-78.183406,US,37.09024,-95.712891,1
2021-01,1,1,1,Ecuador,3,4,Estados Unidos,Yonkers New York,US,Aeropuerto Internacional José Joaquín de Olmedo,901,-2.1833,-79.8833,EC,-1.831239,-78.183406,US,37.09024,-95.712891,1
2021-01,1,1,1,Ecuador,3,4,Francia,Lyon,FR,Aeropuerto Internacional José Joaquín de Olmedo,901,-2.1833,-79.8833,EC,-1.831239,-78.183406,FR,46.227638,2.213749,1
2021-01,1,1,1,Ecuador,3,4,Francia,Paris,FR,Aeropuerto Internacional José Joaquín de Olmedo,901,-2.1833,-79.8833,EC,-1.831239,-78.183406,FR,46.227638,2.213749,3
2021-01,1,1,1,Ecuador,3,4,Guayana,Georgetown,EC,Aeropuerto Internacional José Joaquín de Olmedo,901,-2.1833,-79.8833,EC,-1.831239,-78.183406,GY,4.860416,-58.93018,1
2021-01,1,1,1,Ecuador,3,4,Italia,Bologna,IT,Aeropuerto Internacional José Joaquín de Olmedo,901,-2.1833,-79.8833,EC,-1.831239,-78.183406,IT,41.87194,12.56738,1
2021-01,1,1,1,Ecuador,3,4,Italia,Genoa,EC,Aeropuerto Internacional José Joaquín de Olmedo,901,-2.1833,-79.8833,EC,-1.831239,-78.183406,IT,41.87194,12.56738,1
2021-01,1,1,1,Ecuador,3,4,Italia,Genoa,IT,Aeropuerto Internacional José Joaquín de Olmedo,901,-2.1833,-79.8833,EC,-1.831239,-78.183406,IT,41.87194,12.56738,10
2021-01,1,1,1,Ecuador,3,4,Italia,Milán,EC,Aeropuerto Internacional José Joaquín de Olmedo,901,-2.1833,-79.8833,EC,-1.831239,-78.183406,IT,41.87194,12.56738,2
2021-01,1,1,1,Ecuador,3,4,Italia,Milán,IT,Aeropuerto Internacional José Joaquín de Olmedo,901,-2.1833,-79.8833,EC,-1.831239,-78.183406,IT,41.87194,12.56738,38
2021-01,1,1,1,Ecuador,3,4,Italia,Perúgia,IT,Aeropuerto Internacional José Joaquín de Olmedo,901,-2.1833,-79.8833,EC,-1.831239,-78.183406,IT,41.87194,12.56738,1
2021-01,1,1,1,Ecuador,3,4,Italia,Roma,IT,Aeropuerto Internacional José Joaquín de Olmedo,901,-2.1833,-79.8833,EC,-1.831239,-78.183406,IT,41.87194,12.56738,1
2021-01,1,1,1,Ecuador,3,4,Luxemburgo,Luxembourg,LU,Aeropuerto Internacional José Joaquín de Olmedo,901,-2.1833,-79.8833,EC,-1.831239,-78.183406,LU,49.815273,6.129583,1
2021-01,1,1,1,Ecuador,3,4,México,Cancun,US,Aeropuerto Internacional José Joaquín de Olmedo,901,-2.1833,-79.8833,EC,-1.831239,-78.183406,MX,23.634501,-102.552784,2
2021-01,1,1,1,Ecuador,3,4,México,Mexico City,AU,Aeropuerto Internacional José Joaquín de Olmedo,901,-2.1833,-79.8833,EC,-1.831239,-78.183406,MX,23.634501,-102.552784,1
2021-01,1,1,1,Ecuador,3,4,México,Mexico City,EC,Aeropuerto Internacional José Joaquín de Olmedo,901,-2.1833,-79.8833,EC,-1.831239,-78.183406,MX,23.634501,-102.552784,1
2021-01,1,1,1,Ecuador,3,4,México,Mexico City,MX,Aeropuerto Internacional Mariscal Sucre,1701,-0.2186,-78.5097,EC,-1.831239,-78.183406,MX,23.634501,-102.552784,1
2021-01,1,1,1,Ecuador,3,4,México,Monterrey,MX,Aeropuerto Internacional José Joaquín de Olmedo,901,-2.1833,-79.8833,EC,-1.831239,-78.183406,MX,23.634501,-102.552784,1
2021-01,1,1,1,Ecuador,3,4,Noruega,Oslo,NO,Aeropuerto Internacional José Joaquín de Olmedo,901,-2.1833,-79.8833,EC,-1.831239,-78.183406,NO,60.472024,8.468946,1
2021-01,1,1,1,Ecuador,3,4,Países Bajos,Amsterdam,NL,Aeropuerto Internacional José Joaquín de Olmedo,901,-2.1833,-79.8833,EC,-1.831239,-78.183406,NL,52.132633,5.291266,1
2021-01,1,1,1,Ecuador,3,4,Perú,Lima,PE,Aeropuerto Internacional José Joaquín de Olmedo,901,-2.1833,-79.8833,EC,-1.831239,-78.183406,PE,-9.189967,-75.015152,3
2021-01,1,1,1,Ecuador,3,4,Reino Unido,London,GB,Aeropuerto Internacional José Joaquín de Olmedo,901,-2.1833,-79.8833,EC,-1.831239,-78.183406,GB,55.378051,-3.435973,1
2021-01,1,1,1,Ecuador,3,4,República Dominicana,Santo Domingo,EC,Aeropuerto Internacional José Joaquín de Olmedo,901,-2.1833,-79.8833,EC,-1.831239,-78.183406,DO,18.735693,-70.162651,1
2021-01,1,1,1,Ecuador,3,4,República Dominicana,Santo Domingo,US,Aeropuerto Internacional José Joaquín de Olmedo,901,-2.1833,-79.8833,EC,-1.831239,-78.183406,DO,18.735693,-70.162651,1
2021-01,1,1,1,Ecuador,3,4,República Dominicana,Santo Domingo,DO,Aeropuerto Internacional José Joaquín de Olmedo,901,-2.1833,-79.8833,EC,-1.831239,-78.183406,DO,18.735693,-70.162651,1
2021-01,1,1,1,Ecuador,3,4,Rusia,Moscow,EC,Aeropuerto Internacional José Joaquín de Olmedo,901,-2.1833,-79.8833,EC,-1.831239,-78.183406,RU,61.52401,105.318756,1
2021-01,1,1,1,Ecuador,3,4,Suiza,Lausanne,CH,Aeropuerto Internacional Mariscal Sucre,1701,-0.2186,-78.5097,EC,-1.831239,-78.183406,CH,46.818188,8.227512,1
2021-01,1,1,1,Ecuador,3,4,Suiza,Zurich,CH,Aeropuerto Internacional José Joaquín de Olmedo,901,-2.1833,-79.8833,EC,-1.831239,-78.183406,CH,46.818188,8.227512,1
